PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV
1631157,325,Ryan Rollins,1610612749,MIL,41,493,78,169,0.462,26,72,0.361,20,24,0.833,17,50,67,51,28,13,35,55,202,231,1.46,0.8
1641765,326,Olivier-Maxence Prosper,1610612742,DAL,52,584,70,174,0.402,12,51,0.235,49,76,0.645,44,82,126,40,26,6,14,28,201,254,2.86,1.86
1626158,326,Richaun Holmes,1610612764,WAS,26,470,79,119,0.664,0,3,0.0,43,52,0.827,51,102,153,39,7,20,20,42,201,351,1.95,0.35
1642262,328,Cody Williams,1610612762,UTA,42,869,70,202,0.347,31,102,0.304,29,38,0.763,26,76,102,51,20,14,38,76,200,208,1.34,0.53
1641787,329,Tosan Evbuomwan,1610612751,BKN,21,501,71,164,0.433,16,55,0.291,40,53,0.755,25,60,85,33,16,7,31,39,198,202,1.06,0.52
1628420,330,Monté Morris,1610612756,PHX,40,522,69,171,0.404,22,73,0.301,34,40,0.85,10,47,57,66,17,3,17,21,194,212,3.88,1.0
1641713,331,GG Jackson,1610612763,MEM,24,398,68,172,0.395,29,85,0.341,26,36,0.722,24,55,79,26,9,5,28,26,191,168,0.93,0.32
1631119,332,Jaylin Williams,1610612760,OKC,36,586,68,167,0.407,41,118,0.347,12,15,0.8,40,154,194,86,16,23,24,58,189,382,3.58,0.67
1630288,333,Jeff Dowtin Jr.,1610612755,PHI,34,451,75,155,0.484,19,48,0.396,19,27,0.704,9,39,48,59,15,6,6,20,188,222,9.83,2.5
1641737,334,Adem Bona,1610612755,PHI,47,585,71,104,0.683,0,0,0.0,45,66,0.682,60,95,155,16,14,41,34,91,187,325,0.47,0.41
1630611,335,Gui Santos,1610612744,GSW,41,567,66,137,0.482,28,77,0.364,24,33,0.727,50,77,127,60,18,8,31,72,184,286,1.94,0.58
1630544,336,Tre Mann,1610612766,CHA,13,319,70,161,0.435,24,60,0.4,19,21,0.905,12,26,38,39,7,4,25,24,183,153,1.56,0.28
1631115,337,Orlando Robinson,1610612761,TOR,32,490,66,152,0.434,8,28,0.286,41,52,0.788,56,83,139,51,14,13,31,56,181,270,1.65,0.45
1631255,338,Karlo Matković,1610612740,NOP,29,509,71,130,0.546,13,38,0.342,23,29,0.793,45,87,132,28,13,32,27,68,178,291,1.04,0.48
1630314,339,Brandon Williams,1610612742,DAL,25,318,64,122,0.525,19,47,0.404,30,36,0.833,4,34,38,50,14,2,20,20,177,197,2.5,0.7
1642263,340,Reed Sheppard,1610612745,HOU,45,536,65,196,0.332,31,111,0.279,13,16,0.813,16,47,63,54,28,15,28,42,174,172,1.93,1.0
1629610,341,DaQuan Jeffries,1610612766,CHA,31,635,65,163,0.399,29,96,0.302,14,17,0.824,25,56,81,33,18,15,20,67,173,199,1.65,0.9
1641796,342,Pelle Larsson,1610612748,MIA,43,561,61,138,0.442,22,69,0.319,28,41,0.683,17,44,61,40,18,4,15,75,172,190,2.67,1.2
203500,343,Steven Adams,1610612745,HOU,47,596,68,130,0.523,0,1,0.0,33,74,0.446,129,120,249,57,16,21,42,45,169,367,1.36,0.38
1629684,344,Grant Williams,1610612766,CHA,16,479,54,123,0.439,27,74,0.365,31,37,0.838,18,64,82,37,18,13,28,46,166,213,1.32,0.64
203957,345,Danté Exum,1610612742,DAL,18,344,60,125,0.48,21,47,0.447,23,31,0.742,4,26,30,50,12,3,19,31,164,167,2.63,0.63
1642354,345,KJ Simpson,1610612766,CHA,23,470,59,176,0.335,16,74,0.216,30,37,0.811,28,38,66,60,19,4,32,35,164,157,1.88,0.59
1628464,347,Daniel Theis,1610612740,NOP,38,621,61,129,0.473,9,37,0.243,31,37,0.838,44,120,164,60,18,20,25,70,162,325,2.4,0.72
1642345,347,Oso Ighodaro,1610612756,PHX,46,670,70,117,0.598,0,2,0.0,22,40,0.55,38,108,146,42,19,20,27,69,162,297,1.56,0.7
1629646,349,Charles Bassey,1610612759,SAS,34,363,68,116,0.586,0,0,0.0,21,33,0.636,56,95,151,17,14,29,23,47,157,285,0.74,0.61
1630556,350,Kessler Edwards,1610612742,DAL,37,542,62,127,0.488,18,48,0.375,12,13,0.923,22,80,102,40,18,19,14,52,154,253,2.86,1.29
201599,351,DeAndre Jordan,1610612743,DEN,46,528,69,106,0.651,0,0,0.0,15,37,0.405,64,150,214,36,12,20,33,56,153,343,1.09,0.36
1630256,351,Jae'Sean Tate,1610612745,HOU,45,489,57,127,0.449,10,34,0.294,29,43,0.674,40,58,98,38,24,4,19,71,153,214,2.0,1.26
1630194,351,Paul Reed,1610612765,DET,37,340,60,112,0.536,6,21,0.286,27,34,0.794,33,62,95,35,34,19,18,56,153,259,1.94,1.89
1630811,354,Keaton Wallace,1610612737,ATL,28,454,57,138,0.413,26,73,0.356,11,11,1.0,7,31,38,62,22,8,29,36,151,171,2.14,0.76
1641757,355,Jordan Miller,1610612746,LAC,34,411,57,131,0.435,8,37,0.216,26,33,0.788,23,35,58,34,17,5,24,25,148,157,1.42,0.71
1631103,355,Malaki Branham,1610612759,SAS,38,311,53,121,0.438,24,59,0.407,18,22,0.818,3,35,38,27,8,2,29,17,148,122,0.93,0.28
1630538,357,Bones Hyland,1610612750,MIN,20,222,45,115,0.391,31,80,0.388,23,26,0.885,5,19,24,28,18,4,24,26,144,121,1.17,0.75
1631216,357,Caleb Houstan,1610612753,ORL,44,515,46,127,0.362,39,110,0.355,13,14,0.929,13,29,42,18,12,3,5,44,144,132,3.6,2.4
1630192,359,Zeke Nnaji,1610612743,DEN,46,466,57,109,0.523,12,37,0.324,17,29,0.586,29,46,75,14,15,28,10,50,143,201,1.4,1.5
1631172,360,Ousmane Dieng,1610612760,OKC,36,403,54,124,0.435,23,71,0.324,11,16,0.688,18,63,81,31,17,7,18,32,142,185,1.72,0.94
1631223,361,David Roddy,1610612745,HOU,30,375,52,112,0.464,18,54,0.333,18,22,0.818,13,66,79,33,14,8,21,19,140,189,1.57,0.67
1629111,362,Jock Landale,1610612745,HOU,35,377,53,113,0.469,6,16,0.375,24,35,0.686,44,64,108,27,7,9,16,38,136,200,1.69,0.44
202704,362,Reggie Jackson,1610612755,PHI,31,384,52,133,0.391,25,74,0.338,7,9,0.778,8,34,42,45,16,3,17,34,136,142,2.65,0.94
1630545,364,Terrence Shannon Jr.,1610612750,MIN,27,303,53,108,0.491,11,30,0.367,17,21,0.81,10,32,42,28,6,5,14,23,134,142,2.0,0.43
200768,365,Kyle Lowry,1610612755,PHI,33,623,39,111,0.351,28,83,0.337,27,33,0.818,11,54,65,93,31,10,20,61,133,234,4.65,1.55
1626192,365,Pat Connaughton,1610612749,MIL,31,459,50,116,0.431,20,62,0.323,13,17,0.765,17,65,82,51,6,9,19,33,133,192,2.68,0.32
1641810,367,Antonio Reeves,1610612740,NOP,30,317,49,116,0.422,22,62,0.355,11,13,0.846,13,22,35,23,10,2,12,15,131,120,1.92,0.83
1629013,367,Landry Shamet,1610612752,NYK,33,397,52,107,0.486,22,61,0.361,5,9,0.556,5,25,30,17,15,2,13,29,131,123,1.31,1.15
1630695,369,Micah Potter,1610612762,UTA,30,522,45,104,0.433,28,77,0.364,12,14,0.857,33,89,122,23,10,11,22,39,130,213,1.04,0.46
1628964,369,Mo Bamba,1610612740,NOP,30,393,49,108,0.454,15,53,0.283,17,25,0.68,29,106,135,17,9,30,19,53,130,235,0.9,0.47
201145,371,Jeff Green,1610612745,HOU,25,309,47,93,0.505,20,58,0.345,15,18,0.833,8,37,45,11,5,4,7,25,129,138,1.57,0.71
1641774,372,Tristan Vukcevic,1610612764,WAS,21,210,46,97,0.474,15,49,0.306,21,27,0.778,14,46,60,18,6,8,16,28,128,147,1.13,0.38
1641854,373,Craig Porter Jr.,1610612739,CLE,42,370,50,92,0.543,15,33,0.455,11,15,0.733,11,37,48,56,13,13,25,16,126,185,2.24,0.52
1642281,374,Jaylon Tyson,1610612739,CLE,41,370,47,106,0.443,14,42,0.333,16,20,0.8,31,49,80,38,9,2,19,43,124,171,2.0,0.47
1631104,375,Blake Wesley,1610612759,SAS,41,353,47,100,0.47,7,28,0.25,21,31,0.677,7,22,29,73,17,3,32,22,122,149,2.28,0.53
201567,375,Kevin Love,1610612748,MIA,22,246,41,115,0.357,24,67,0.358,16,23,0.696,22,72,94,22,15,4,14,20,122,162,1.57,1.07
1631243,377,Mouhamed Gueye,1610612737,ATL,19,303,46,105,0.438,14,52,0.269,15,19,0.789,16,48,64,14,19,21,9,30,121,167,1.56,2.11
1630243,377,Trevelin Queen,1610612753,ORL,28,386,45,128,0.352,16,66,0.242,15,17,0.882,22,23,45,33,27,10,21,37,121,130,1.57,1.29
1631209,379,Isaiah Wong,1610612766,CHA,20,266,41,105,0.39,13,33,0.394,25,34,0.735,14,18,32,28,11,0,18,21,120,100,1.56,0.61
1630568,380,Luka Garza,1610612750,MIN,32,192,44,93,0.473,8,33,0.242,21,31,0.677,31,20,51,8,6,3,10,27,117,116,0.8,0.6
1629618,381,Jalen Pickett,1610612743,DEN,34,377,46,104,0.442,22,57,0.386,2,2,1.0,6,32,38,58,10,3,14,21,116,153,4.14,0.71
1629057,381,Robert Williams III,1610612757,POR,20,351,50,78,0.641,1,3,0.333,15,17,0.882,35,83,118,21,13,33,17,31,116,254,1.24,0.77
1630639,383,A.J. Lawson,1610612761,TOR,12,208,38,91,0.418,20,53,0.377,19,30,0.633,10,25,35,8,3,2,6,21,115,93,1.33,0.5
1631246,384,Vince Williams Jr.,1610612763,MEM,16,296,43,106,0.406,15,56,0.268,13,18,0.722,15,43,58,33,10,3,22,30,114,128,1.5,0.46
1642403,385,Isaac Jones,1610612758,SAC,30,252,45,67,0.672,2,6,0.333,21,34,0.618,17,28,45,10,4,8,13,27,113,132,0.77,0.31
203926,386,Doug McDermott,1610612758,SAC,36,286,38,91,0.418,33,78,0.423,3,5,0.6,2,16,18,4,4,2,6,27,112,79,0.67,0.67
1628975,387,Jevon Carter,1610612741,CHI,30,228,39,97,0.402,25,70,0.357,8,10,0.8,2,26,28,31,9,2,9,11,111,112,3.44,1.0
1641871,388,Duop Reath,1610612757,POR,35,278,38,98,0.388,21,72,0.292,12,14,0.857,17,32,49,16,8,10,10,22,109,120,1.6,0.8
1641740,388,Jaylen Clark,1610612750,MIN,26,373,39,87,0.448,17,41,0.415,14,18,0.778,17,14,31,15,25,1,4,45,109,125,3.75,6.25
1631245,388,Quenton Jackson,1610612754,IND,21,283,42,88,0.477,10,28,0.357,15,21,0.714,11,21,32,40,12,5,14,33,109,132,2.86,0.86
1628963,391,Marvin Bagley III,1610612763,MEM,23,210,42,81,0.519,3,14,0.214,18,27,0.667,30,34,64,7,7,7,11,14,105,131,0.64,0.64
1629629,392,Cam Reddish,1610612747,LAL,32,567,37,88,0.42,13,46,0.283,16,26,0.615,15,47,62,22,31,10,12,43,103,155,1.83,2.58
203914,392,Gary Harris,1610612753,ORL,34,524,36,99,0.364,25,76,0.329,6,10,0.6,16,26,42,19,19,10,12,33,103,114,1.58,1.58
1628467,392,Maxi Kleber,1610612747,LAL,34,637,37,96,0.385,13,49,0.265,16,21,0.762,25,70,95,43,9,17,23,66,103,180,1.87,0.39
1630579,395,Jericho Sims,1610612749,MIL,51,608,45,69,0.652,0,0,0.0,8,13,0.615,68,124,192,31,10,18,32,63,98,288,0.97,0.31
1631111,395,Wendell Moore Jr.,1610612766,CHA,28,334,37,83,0.446,9,24,0.375,15,17,0.882,22,44,66,29,12,4,15,22,98,146,1.93,0.8
202709,397,Cory Joseph,1610612753,ORL,37,336,34,87,0.391,20,57,0.351,6,9,0.667,8,28,36,37,13,4,12,28,94,116,3.08,1.08
1629020,397,Jarred Vanderbilt,1610612747,LAL,21,364,37,73,0.507,9,26,0.346,11,23,0.478,40,76,116,30,23,6,14,39,94,207,2.14,1.64
1641816,399,Hunter Tyson,1610612743,DEN,43,316,30,79,0.38,17,53,0.321,16,23,0.696,14,46,60,14,6,5,13,37,93,109,1.08,0.46
1642269,400,Devin Carter,1610612758,SAC,23,221,30,78,0.385,12,39,0.308,20,30,0.667,12,40,52,27,6,3,11,20,92,111,2.46,0.55
1628470,401,Torrey Craig,1610612738,BOS,17,191,32,67,0.478,21,50,0.42,6,8,0.75,18,22,40,8,3,6,2,24,91,109,4.0,1.5
203939,402,Dwight Powell,1610612742,DAL,43,400,33,45,0.733,1,2,0.5,23,37,0.622,39,56,95,39,13,21,14,57,90,218,2.79,0.93
1631288,403,Jamal Cain,1610612740,NOP,27,308,30,77,0.39,14,45,0.311,15,24,0.625,20,35,55,16,13,7,12,28,89,112,1.33,1.08
1641712,403,Rayan Rupert,1610612757,POR,41,307,32,82,0.39,10,37,0.27,15,20,0.75,21,25,46,18,8,2,19,24,89,89,0.95,0.42
1630696,405,Dru Smith,1610612748,MIA,14,268,31,61,0.508,16,30,0.533,9,12,0.75,12,24,36,23,21,6,17,30,87,123,1.35,1.24
1641794,406,Dillon Jones,1610612760,OKC,39,353,32,94,0.34,10,49,0.204,11,20,0.55,23,54,77,38,8,3,15,37,85,125,2.53,0.53
1631169,406,Josh Minott,1610612750,MIN,38,237,33,76,0.434,8,34,0.235,11,13,0.846,10,30,40,14,13,12,10,28,85,109,1.4,1.3
201988,408,Patty Mills,1610612746,LAC,24,290,29,85,0.341,20,66,0.303,6,7,0.857,3,18,21,25,13,3,17,18,84,72,1.47,0.77
1641998,408,Trey Jemison III,1610612747,LAL,31,338,36,67,0.537,0,0,0.0,12,31,0.387,36,51,87,14,8,14,17,63,84,140,0.82,0.47
1629723,410,John Konchar,1610612763,MEM,35,430,31,73,0.425,16,50,0.32,5,6,0.833,29,85,114,32,16,12,14,27,83,200,2.29,1.14
1630692,411,Jordan Goodwin,1610612747,LAL,12,234,33,64,0.516,14,29,0.483,2,3,0.667,19,32,51,13,13,4,10,20,82,121,1.3,1.3
1630539,411,Kai Jones,1610612742,DAL,29,242,35,46,0.761,0,2,0.0,12,16,0.75,17,37,54,10,6,14,11,25,82,140,0.91,0.55
1629022,411,Lonnie Walker IV,1610612755,PHI,10,192,28,80,0.35,16,49,0.327,10,12,0.833,4,29,33,19,4,3,11,7,82,76,1.73,0.36
1630311,414,Pat Spencer,1610612744,GSW,31,208,34,87,0.391,2,17,0.118,11,15,0.733,15,27,42,38,11,3,15,18,81,103,2.53,0.73
1641878,415,Damion Baugh,1610612766,CHA,10,254,31,89,0.348,9,41,0.22,9,11,0.818,7,18,25,38,13,1,18,16,80,79,2.11,0.72
1631098,415,Johnny Davis,1610612764,WAS,34,242,32,78,0.41,7,29,0.241,9,15,0.6,10,28,38,11,15,6,7,18,80,91,1.57,2.14
201959,415,Taj Gibson,1610612766,CHA,27,306,34,70,0.486,1,2,0.5,11,16,0.688,41,55,96,16,8,12,20,43,80,151,0.8,0.4
1631230,418,Dominick Barlow,1610612737,ATL,21,187,31,63,0.492,5,17,0.294,11,17,0.647,10,27,37,6,6,8,2,17,78,95,3.0,3.0
202687,419,Bismack Biyombo,1610612759,SAS,14,250,36,52,0.692,0,0,0.0,5,15,0.333,22,50,72,17,11,13,14,25,77,150,1.21,0.79
1630264,420,Anthony Gill,1610612764,WAS,42,234,25,49,0.51,7,19,0.368,19,31,0.613,7,28,35,10,6,2,6,19,76,87,1.67,1.0
1629650,420,Moses Brown,1610612742,DAL,13,119,34,49,0.694,0,0,0.0,8,11,0.727,12,32,44,2,6,4,11,17,76,103,0.18,0.55
1631132,422,Christian Koloko,1610612747,LAL,31,280,33,53,0.623,0,3,0.0,7,8,0.875,30,41,71,15,7,11,9,38,73,147,1.67,0.78
1626153,423,Delon Wright,1610612752,NYK,30,423,24,85,0.282,13,51,0.255,11,20,0.55,16,33,49,50,24,10,15,17,72,120,3.33,1.6
1630531,423,Jaden Springer,1610612762,UTA,33,224,21,53,0.396,9,28,0.321,21,31,0.677,7,25,32,22,17,3,10,27,72,94,2.2,1.7
1631197,425,Jared Rhoden,1610612761,TOR,10,159,24,60,0.4,8,28,0.286,15,18,0.833,11,19,30,8,7,2,7,13,71,72,1.14,1.0
1629162,426,Jordan McLaughlin,1610612759,SAS,36,217,21,50,0.42,13,30,0.433,14,19,0.737,4,19,23,34,12,0,12,14,69,92,2.83,1.0
1641775,427,Jordan Walsh,1610612738,BOS,43,347,24,65,0.369,13,44,0.295,7,12,0.583,19,36,55,16,10,9,11,27,68,101,1.46,0.91
1629669,428,Jaylen Nowell,1610612740,NOP,8,168,26,73,0.356,8,27,0.296,7,11,0.636,6,14,20,18,1,4,8,9,67,51,2.25,0.13
1630699,428,MarJon Beauchamp,1610612752,NYK,30,144,23,57,0.404,10,26,0.385,11,16,0.688,9,28,37,10,3,1,15,13,67,64,0.67,0.2
1642277,430,Johnny Furphy,1610612754,IND,41,273,23,63,0.365,11,36,0.306,9,9,1.0,17,31,48,10,14,8,9,29,66,97,1.11,1.56
1641738,430,Kobe Brown,1610612746,LAC,31,220,29,62,0.468,4,21,0.19,4,5,0.8,18,37,55,19,5,3,8,18,66,106,2.38,0.63
1629001,432,De'Anthony Melton,1610612751,BKN,6,121,22,54,0.407,13,35,0.371,5,8,0.625,6,14,20,17,7,2,10,18,62,63,1.7,0.7
1642285,433,Cam Spencer,1610612763,MEM,14,154,19,44,0.432,10,27,0.37,13,13,1.0,7,13,20,19,6,1,5,17,61,77,3.8,1.2
1631221,433,Collin Gillespie,1610612756,PHX,18,121,21,42,0.5,9,18,0.5,10,11,0.909,8,12,20,24,4,2,5,12,61,84,4.8,0.8
203458,435,Alex Len,1610612747,LAL,43,342,26,52,0.5,1,6,0.167,7,13,0.538,34,49,83,36,8,20,13,46,60,162,2.77,0.61
1628981,436,Bruno Fernando,1610612761,TOR,17,147,26,49,0.531,0,0,0.0,6,8,0.75,21,30,51,18,4,9,14,27,58,101,1.29,0.29
1627814,436,Damion Lee,1610612756,PHX,17,103,18,53,0.34,6,27,0.222,16,17,0.941,2,12,14,8,4,0,7,5,58,41,1.14,0.57
1642382,438,Branden Carlson,1610612760,OKC,20,121,19,43,0.442,14,34,0.412,4,4,1.0,5,24,29,7,2,8,3,13,56,75,2.33,0.67
1641736,439,Reece Beekman,1610612751,BKN,29,318,22,75,0.293,5,30,0.167,6,11,0.545,6,17,23,37,19,2,16,21,55,62,2.31,1.19
1630165,440,Killian Hayes,1610612751,BKN,6,162,18,43,0.419,8,21,0.381,10,12,0.833,5,13,18,31,4,4,9,13,54,75,3.44,0.44
203901,441,Elfrid Payton,1610612766,CHA,13,267,26,67,0.388,0,1,0.0,1,2,0.5,6,31,37,68,16,6,27,22,53,111,2.52,0.59
1641723,441,Kobe Bufkin,1610612737,ATL,10,124,18,47,0.383,4,19,0.211,13,18,0.722,5,16,21,17,3,2,8,9,53,54,2.13,0.38
1642278,441,Tyler Kolek,1610612752,NYK,30,152,18,49,0.367,11,30,0.367,6,6,1.0,2,13,15,22,7,1,9,13,53,58,2.44,0.78
203967,444,Dario Šarić,1610612743,DEN,15,203,19,56,0.339,7,26,0.269,7,10,0.7,14,35,49,22,7,1,14,18,52,77,1.57,0.5
202684,445,Tristan Thompson,1610612739,CLE,34,241,23,53,0.434,0,3,0.0,5,22,0.227,22,70,92,21,1,8,11,27,51,115,1.91,0.09
1630658,446,Colin Castleton,1610612761,TOR,15,185,17,37,0.459,1,6,0.167,14,16,0.875,18,34,52,12,3,6,10,23,49,90,1.2,0.3
1630574,447,Ariel Hukporti,1610612752,NYK,25,217,21,31,0.677,0,0,0.0,6,13,0.462,14,37,51,11,1,15,21,32,48,88,0.52,0.05
1631116,448,Patrick Baldwin Jr.,1610612746,LAC,22,101,17,33,0.515,11,21,0.524,2,4,0.5,5,17,22,2,3,2,5,5,47,53,0.4,0.6
1641890,449,Tyler Smith,1610612749,MIL,17,83,17,36,0.472,8,20,0.4,2,4,0.5,4,16,20,4,2,3,6,8,44,46,0.67,0.33
1641809,450,Drew Peterson,1610612738,BOS,18,149,13,29,0.448,9,23,0.391,6,7,0.857,5,25,30,13,4,2,6,13,41,67,2.17,0.67
1641727,451,Dariq Whitehead,1610612751,BKN,10,59,13,27,0.481,12,23,0.522,1,3,0.333,1,5,6,1,3,1,6,2,39,28,0.17,0.5
1631466,451,Nate Williams,1610612745,HOU,14,86,16,38,0.421,4,17,0.235,3,4,0.75,1,6,7,5,5,4,9,10,39,28,0.56,0.56
1631131,451,Oscar Tshiebwe,1610612762,UTA,7,100,15,23,0.652,0,0,0.0,9,12,0.75,16,36,52,3,6,0,2,14,39,87,1.5,3.0
1630537,454,Chris Duarte,1610612741,CHI,17,74,12,26,0.462,6,15,0.4,6,8,0.75,5,15,20,9,0,0,1,7,36,48,9.0,0.0
1630543,455,Isaiah Jackson,1610612754,IND,5,84,14,23,0.609,0,0,0.0,7,14,0.5,11,17,28,5,3,8,5,14,35,58,1.0,0.6
1641745,456,Adam Flagler,1610612760,OKC,25,103,13,57,0.228,8,46,0.174,0,0,0.0,3,6,9,0,5,2,1,10,34,5,0.0,5.0
202693,456,Markieff Morris,1610612747,LAL,12,97,12,47,0.255,7,26,0.269,3,4,0.75,2,13,15,12,1,1,3,10,34,24,4.0,0.33
1642358,458,AJ Johnson,1610612764,WAS,12,97,13,35,0.371,4,14,0.286,3,4,0.75,1,11,12,18,2,0,5,6,33,37,3.6,0.4
1641989,459,Elijah Harkless,1610612762,UTA,10,138,11,35,0.314,7,25,0.28,3,6,0.5,9,12,21,8,10,1,3,18,32,42,2.67,3.33
1642402,459,Enrique Freeman,1610612754,IND,19,139,12,25,0.48,1,6,0.167,7,13,0.538,6,13,19,8,2,2,5,18,32,39,1.6,0.4
1626196,459,Josh Richardson,1610612748,MIA,8,149,11,38,0.289,6,22,0.273,4,4,1.0,6,6,12,12,8,1,8,17,32,30,1.5,1.0
1630550,462,JT Thor,1610612764,WAS,10,51,10,18,0.556,4,8,0.5,7,8,0.875,6,5,11,1,2,3,6,7,31,33,0.17,0.33
1630205,462,Lamar Stevens,1610612763,MEM,7,75,10,24,0.417,5,13,0.385,6,8,0.75,2,21,23,4,3,2,3,8,31,44,1.33,1.0
1631248,464,Baylor Scheierman,1610612738,BOS,18,143,10,37,0.27,5,25,0.2,5,6,0.833,5,20,25,13,5,0,2,10,30,43,6.5,2.5
1642355,464,Bronny James,1610612747,LAL,19,92,9,36,0.25,4,20,0.2,8,11,0.727,3,7,10,8,5,2,6,6,30,19,1.33,0.83
1630214,464,Xavier Tillman,1610612738,BOS,29,207,12,46,0.261,5,27,0.185,1,2,0.5,9,29,38,7,9,5,12,16,30,42,0.58,0.75
1628995,467,Kevin Knox II,1610612744,GSW,7,51,11,24,0.458,3,11,0.273,3,4,0.75,6,5,11,4,1,4,1,5,28,33,4.0,1.0
1630346,467,Matt Ryan,1610612752,NYK,19,68,10,31,0.323,6,19,0.316,2,2,1.0,0,8,8,3,2,0,3,1,28,17,1.0,0.67
1631102,467,TyTy Washington Jr.,1610612756,PHX,12,97,11,37,0.297,3,18,0.167,3,4,0.75,4,8,12,12,3,0,3,3,28,25,4.0,1.0
1642024,470,Alex Reese,1610612755,PHI,7,85,10,22,0.455,3,14,0.214,3,5,0.6,6,16,22,1,6,8,4,9,26,45,0.25,1.5
1641732,470,Colby Jones,1610612764,WAS,25,132,11,26,0.423,4,10,0.4,0,0,0.0,8,15,23,7,6,7,7,13,26,47,1.0,0.86
1628365,470,Markelle Fultz,1610612758,SAC,11,81,12,31,0.387,1,4,0.25,1,1,1.0,2,5,7,9,5,1,10,5,26,19,0.9,0.5
1629011,470,Mitchell Robinson,1610612752,NYK,6,89,11,16,0.688,0,0,0.0,4,5,0.8,14,11,25,3,7,3,5,12,26,53,0.6,1.4
1642359,470,Pacome Dadiet,1610612752,NYK,14,95,9,27,0.333,6,17,0.353,2,3,0.667,0,14,14,5,3,2,2,5,26,29,2.5,1.5
202066,475,Garrett Temple,1610612761,TOR,21,127,7,28,0.25,4,13,0.308,7,8,0.875,5,14,19,24,11,2,8,18,25,51,3.0,1.38
1641721,475,Maxwell Lewis,1610612751,BKN,14,68,10,20,0.5,5,7,0.714,0,0,0.0,4,8,12,4,1,1,3,8,25,30,1.33,0.33
1631342,477,Daeqwon Plowden,1610612737,ATL,2,33,8,10,0.8,6,8,0.75,2,2,1.0,3,2,5,0,0,0,1,5,24,26,0.0,0.0
1641789,477,Jazian Gortman,1610612742,DAL,16,57,9,23,0.391,4,11,0.364,2,4,0.5,1,4,5,6,2,1,5,9,24,17,1.2,0.4
1630283,477,Kylor Kelley,1610612742,DAL,8,67,10,13,0.769,0,0,0.0,4,6,0.667,8,13,21,2,0,2,1,8,24,43,2.0,0.0
1642530,477,Yuki Kawamura,1610612763,MEM,20,63,8,22,0.364,4,16,0.25,4,6,0.667,0,7,7,14,1,0,4,7,24,26,3.5,0.25
1642505,481,Alex Ducas,1610612760,OKC,17,76,8,22,0.364,7,16,0.438,0,0,0.0,5,10,15,2,2,0,3,7,23,25,0.67,0.67
1630222,481,Mason Jones,1610612758,SAC,9,43,9,18,0.5,1,8,0.125,4,5,0.8,2,6,8,10,0,1,1,3,23,31,10.0,0.0
1631321,483,Sidy Cissoko,1610612757,POR,20,61,9,18,0.5,3,7,0.429,1,6,0.167,4,7,11,6,1,0,3,7,22,23,2.0,0.33
203109,484,Jae Crowder,1610612758,SAC,7,92,6,17,0.353,3,12,0.25,5,6,0.833,6,11,17,4,3,0,4,10,20,28,1.0,0.75
1641725,485,Trey Alexander,1610612743,DEN,20,85,7,26,0.269,2,10,0.2,3,4,0.75,0,9,9,8,1,1,3,8,19,15,2.67,0.33
1631159,486,Leonard Miller,1610612750,MIN,10,27,5,14,0.357,0,5,0.0,8,8,1.0,3,8,11,0,2,1,2,2,18,21,0.0,1.0
1641753,487,Chris Livingston,1610612749,MIL,15,71,6,18,0.333,0,6,0.0,5,8,0.625,7,16,23,2,5,0,5,5,17,27,0.4,1.0
1641790,487,PJ Hall,1610612743,DEN,16,49,7,15,0.467,0,5,0.0,3,4,0.75,4,13,17,3,0,2,2,7,17,28,1.5,0.0
1642050,489,Jackson Rowe,1610612744,GSW,5,43,6,15,0.4,2,9,0.222,2,4,0.5,0,8,8,3,3,0,1,4,16,18,3.0,3.0
1642352,489,Keshad Johnson,1610612748,MIA,10,57,7,12,0.583,1,4,0.25,1,6,0.167,2,15,17,3,1,4,3,5,16,28,1.0,0.33
1630201,489,Malachi Flynn,1610612766,CHA,4,44,5,13,0.385,1,4,0.25,5,6,0.833,3,4,7,7,3,0,4,4,16,20,1.75,0.75
1630604,492,E.J. Liddell,1610612741,CHI,7,33,5,10,0.5,3,8,0.375,2,2,1.0,1,4,5,3,1,1,2,8,15,18,1.5,0.5
204060,492,Joe Ingles,1610612750,MIN,18,108,6,20,0.3,3,13,0.231,0,0,0.0,2,9,11,22,2,0,8,10,15,28,2.75,0.25
1631250,492,Pete Nance,1610612749,MIL,8,70,5,15,0.333,4,12,0.333,1,2,0.5,2,8,10,3,1,0,0,10,15,18,0.0,0.0
1642422,495,Armel Traoré,1610612747,LAL,9,67,6,19,0.316,0,7,0.0,2,7,0.286,2,13,15,1,4,2,3,6,14,15,0.33,1.33
1629098,495,Jack McVeigh,1610612745,HOU,7,28,5,13,0.385,4,10,0.4,0,0,0.0,1,3,4,1,0,1,1,1,14,11,1.0,0.0
1629052,495,Oshae Brissett,1610612755,PHI,1,23,5,8,0.625,3,5,0.6,1,3,0.333,1,0,1,0,1,1,2,2,14,10,0.0,0.5
1641707,495,Taylor Hendricks,1610612762,UTA,3,75,4,18,0.222,3,12,0.25,3,4,0.75,5,10,15,2,5,4,2,8,14,23,1.0,2.5
